player,season,nation,pos,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves
Fyodor Smolov,2019,Russia,FW,29,14,743.0,6.696083196793388,2,0,2.0,7,1,7,0
Fábio Silva,2020,Portugal,FW,18,32,1369.0,6.67,4,3,5.3,17,4,4,0
Fábio Silva,2021,Portugal,FW,19,22,572.0,6.46,0,0,1.8,14,2,1,0
Fábio Silva,2023,Portugal,FW,21,8,264.0,6.6369783874904735,0,0,1.0,10,4,2,0
Félix Eboa Eboa,2017,Cameroon,DF,20,23,1524.0,6.83,1,0,0.9,53,11,39,0
Félix Eboa Eboa,2018,Cameroon,DF,21,27,2426.0,6.9,3,0,1.7,74,33,39,0
Félix Lemaréchal,2022,France,MF,18,13,288.0,6.5,0,0,0.1,14,5,1,0
Féthi Harek,2018,Algeria,DF,35,3,177.0,6.639246283778037,0,0,0.0,3,4,1,0
Gabi,2017,Spain,MF,34,34,2349.0,6.88,0,1,0.3,184,49,44,0
Gabriel Fernández,2019,Uruguay,FW,25,20,561.0,6.46,1,1,0.7,7,0,2,0
Gabriel Gudmundsson,2021,Sweden,DF,22,30,1344.0,6.57,1,0,2.2,51,31,20,0
Gabriel Gudmundsson,2022,Sweden,DF,23,18,838.0,6.680000000000001,0,0,0.5,31,11,10,0
Gabriel Gudmundsson,2023,Sweden,DF,24,25,1267.0,6.7299999999999995,1,0,1.1,37,16,15,0
Gabriel Jesus,2017,Brazil,FW,20,29,1668.0,7.04,13,3,13.8,49,15,8,0
Gabriel Jesus,2018,Brazil,FW,21,29,1036.0,6.83,7,3,11.2,21,3,3,0
Gabriel Jesus,2019,Brazil,FW,22,34,2030.0,7.12,14,7,18.2,37,10,11,0
Gabriel Jesus,2020,Brazil,FW,23,29,2063.0,7.04,9,4,8.7,41,6,15,0
Gabriel Jesus,2021,Brazil,FW,24,28,1877.0,7.18,8,8,9.8,55,12,15,0
Gabriel Jesus,2022,Brazil,FW,25,26,2064.0,7.07,11,6,13.9,64,25,11,0
Gabriel Jesus,2023,Brazil,FW,26,27,1478.0,7.17,4,5,6.3,42,17,13,0
Gabriel Magalhães,2017,Brazil,DF,19,1,84.0,6.643394290202335,0,0,0.0,5,1,0,0
Gabriel Magalhães,2018,Brazil,DF,20,14,1066.0,7.19,1,0,0.8,40,11,19,0
Gabriel Magalhães,2019,Brazil,DF,21,24,2087.0,7.05,1,0,1.3,107,29,22,0
Gabriel Magalhães,2020,Brazil,DF,22,23,1996.0,6.93,2,0,1.3,80,15,26,0
Gabriel Magalhães,2021,Brazil,DF,23,35,3063.0,7.02,5,0,3.2,110,30,13,0
Gabriel Magalhães,2022,Brazil,DF,24,38,3409.0,7.01,3,0,5.1,153,30,32,0
Gabriel Magalhães,2023,Brazil,DF,25,36,3044.0,7.23,4,0,4.3,117,28,31,0
Gabriel Martinelli,2019,Brazil,FW,18,14,663.0,6.53,3,0,2.2,12,15,3,0
Gabriel Martinelli,2020,Brazil,FW,19,14,589.0,6.83,2,1,3.3,8,1,8,0
Gabriel Martinelli,2021,Brazil,FW,20,29,1860.0,6.93,6,6,7.3,37,19,20,0
Gabriel Martinelli,2022,Brazil,FW,21,36,2789.0,7.17,15,5,9.1,94,18,9,0
Gabriel Martinelli,2023,Brazil,FW,22,35,2019.0,7.11,6,4,6.8,65,24,5,0
Gabriel Mercado,2017,Argentina,DF,30,26,2118.0,6.88,0,1,1.4,67,37,42,0
Gabriel Mercado,2018,Argentina,DF,31,23,1738.0,6.769999999999999,2,1,1.8,52,23,26,0
Gabriel Osho,2023,Nigeria,DF,24,21,1846.0,6.8,2,0,1.1,37,22,31,0
Gabriel Paulista,2017,Brazil,DF,26,30,2584.0,7.0200000000000005,0,0,1.2,50,27,51,0
Gabriel Paulista,2018,Brazil,DF,27,30,2623.0,7.030000000000001,0,1,1.1,56,16,70,0
Gabriel Paulista,2019,Brazil,DF,28,33,2801.0,6.95,1,1,0.9,73,14,48,0
Gabriel Paulista,2020,Brazil,DF,29,31,2716.0,7.02,4,1,1.0,81,11,59,0
Gabriel Paulista,2021,Brazil,DF,30,19,1592.0,7.090000000000001,2,1,0.8,35,12,39,0
Gabriel Paulista,2022,Brazil,DF,31,21,1504.0,6.79,1,0,0.7,61,9,32,0
Gabriel Paulista,2023,Brazil,DF,32,23,901.5,6.8,0,0,0.6000000000000001,40,12,28,0
Gabriel Peñalba,2017,Argentina,MF,32,7,570.0,6.673778723733641,0,0,0.1,20,5,8,0
Gabriel Strefezza,2019,Brazil,DF,22,32,2110.0,6.65,1,2,2.6,62,40,21,0
Gabriel Strefezza,2022,Brazil,FW,25,35,2442.0,6.9799999999999995,8,4,6.2,107,24,16,0
Gabriel Strefezza,2023,Brazil,FW,26,19,1112.0,6.97,1,0,2.5,54,17,7,0
Gabriel Suazo,2022,Chile,DF,24,18,1259.0,6.640000000000001,0,1,0.1,79,22,22,0
Gabriel Suazo,2023,Chile,DF,25,31,2357.0,6.98,0,4,0.7,114,32,26,0
Gabriel Vidovic,2021,Croatia,FW,17,3,36.0,6.639034790327134,0,0,0.0,1,0,0,0
Gabriele Angella,2017,Italy,DF,28,12,893.0,6.708100667964795,0,0,0.3,35,13,21,0
Gabriele Corbo,2019,Italy,DF,19,2,122.0,6.653985346299348,0,0,0.0,7,1,4,0
Gabriele Moncini,2020,Italy,FW,24,10,357.0,6.637641807831773,0,0,0.7,5,1,2,0
Gabriele Zappa,2020,Italy,DF,20,34,2395.0,6.63,0,4,0.6,108,17,24,0
Gabriele Zappa,2021,Italy,DF,21,25,1144.0,6.48,0,0,0.6,41,9,14,0
Gabriele Zappa,2023,Italy,DF,23,38,2561.0,6.68,1,3,1.5,99,31,20,0
Gaetano Berardi,2020,Switzerland,DF,31,2,113.0,6.638739277649617,0,0,0.1,2,2,1,0
Gaetano Castrovilli,2019,Italy,MF,22,33,2673.0,6.85,3,2,3.5,144,31,15,0
Gaetano Castrovilli,2020,Italy,MF,23,34,2332.0,6.68,5,3,3.0,108,19,34,0
Gaetano Castrovilli,2021,Italy,MF,24,23,1391.0,6.840000000000001,1,1,1.0,78,17,11,0
Gaetano Castrovilli,2022,Italy,MF,25,15,718.0,6.77,2,1,1.2,14,8,8,0
Gaetano Castrovilli,2023,Italy,FW,26,6,367.0,6.730656331530145,1,2,0.3,12,2,2,0
Gaetano Letizia,2017,Italy,DF,27,29,2141.0,6.6,1,0,0.8,100,26,33,0
Gaetano Letizia,2020,Italy,DF,30,24,1570.0,6.84,3,1,0.4,59,25,20,0
Gaetano Oristanio,2023,Italy,FW,20,25,1104.0,6.65,2,1,1.8,26,10,9,0
Gaku Shibasaki,2017,Japan,MF,25,22,1002.0,6.6,1,0,0.9,28,10,19,0
Gaku Shibasaki,2018,Japan,MF,26,7,389.0,6.656606299195308,0,0,0.2,14,3,3,0
Gaoussou Traoré,2018,Mali,MF,18,3,107.0,6.637531421340337,0,0,0.0,4,5,0,0
Gareth Bale,2017,Wales,FW,28,26,1799.0,7.52,16,2,11.8,87,13,12,0
Gareth Bale,2018,Wales,FW,29,29,1786.0,7.05,8,3,9.1,62,8,11,0
Gareth Bale,2019,Wales,FW,30,16,1089.0,6.96,2,2,4.0,35,5,6,0
Gareth Bale,2020,Wales,FW,31,20,920.0,7.48,11,2,5.8,43,10,8,0
Gareth Bale,2021,Wales,FW,32,5,280.0,6.666771392406534,1,0,1.2,8,1,2,0
Gareth Barry,2017,England,MF,36,25,1923.0,6.74,1,1,1.6,126,19,14,0
Gareth McAuley,2017,Northern Ireland,DF,37,9,458.0,6.665096030491583,0,0,0.0,10,7,11,0
Gary Cahill,2017,England,DF,31,27,2086.0,6.86,0,0,0.5,69,21,27,0
Gary Cahill,2019,England,DF,33,25,2167.0,6.86,0,1,1.6,48,8,18,0
Gary Cahill,2020,England,DF,34,20,1800.0,6.8,1,1,0.7,46,9,13,0
Gary Medel,2019,Chile,MF,31,23,1784.0,6.76,0,0,0.2,102,22,34,0
Gary Medel,2020,Chile,DF,32,11,511.0,6.700471919785731,0,1,0.0,26,9,7,0
Gary Medel,2021,Chile,DF,33,33,2823.0,6.84,0,1,0.3,73,23,44,0
Gary Medel,2022,Chile,MF,34,29,1478.0,6.77,0,1,0.1,58,15,28,0
Gastón Brugman,2019,Uruguay,MF,26,23,1458.0,6.870000000000001,0,2,0.3,65,24,27,0
Gastón Brugman,2020,Uruguay,MF,27,26,1616.0,7.02,1,1,1.2,111,19,45,0
Gastón Pereiro,2019,Uruguay,MF,24,10,348.0,6.685095368274278,1,0,0.6,19,2,0,0
Gastón Pereiro,2020,Uruguay,MF,25,15,272.0,6.73,2,2,2.3,25,1,1,0
Gastón Pereiro,2021,Uruguay,FW,26,29,975.0,6.75,4,2,1.3,42,5,1,0
Gastón Ramírez,2017,Uruguay,MF,26,37,2214.0,6.81,3,6,3.9,112,20,18,0
Gastón Ramírez,2018,Uruguay,MF,27,27,1578.0,6.82,4,4,1.8,70,22,8,0
Gastón Ramírez,2019,Uruguay,MF,28,26,1392.0,7.17,7,2,5.9,76,21,11,0
Gastón Ramírez,2020,Uruguay,FW,29,25,969.0,6.84,0,4,0.8,58,15,4,0
Gastón Silva,2020,Uruguay,DF,26,12,600.0,6.685522890552128,0,0,0.0,29,12,11,0
Gastón Álvarez,2022,Uruguay,DF,22,22,1501.0,6.6499999999999995,2,0,0.5,38,30,15,0
Gastón Álvarez,2023,Uruguay,DF,23,34,2537.0,6.76,2,0,0.7,63,37,35,0
Gauthier Gallon,2021,France,GK,28,31,2790.0,6.85,0,0,0.0,0,0,2,92
Gauthier Gallon,2022,France,GK,29,30,2667.0,6.780000000000001,0,0,0.0,0,2,2,114
Gauthier Hein,2017,France,FW,20,3,82.0,6.644825482233289,0,0,0.0,4,2,2,0
Gauthier Hein,2022,France,MF,25,35,1874.0,6.7,2,0,3.9,76,20,6,0
Gautier Larsonneur,2019,France,GK,22,27,2397.0,7.2,0,0,0.0,2,1,4,96
Gautier Larsonneur,2020,France,GK,23,35,3150.0,6.77,0,0,0.0,0,1,0,108
Gautier Lloris,2019,France,DF,24,3,270.0,6.640961146215736,0,0,0.0,2,3,2,0
Gautier Lloris,2023,France,DF,28,31,2778.0,6.96,2,0,2.1,105,28,32,0
Gavi,2021,Spain,MF,16,34,2316.0,6.85,2,5,3.6,115,18,25,0
Gavi,2022,Spain,MF,17,36,2531.0,6.88,2,4,3.2,134,31,18,0
Gavi,2023,Spain,MF,18,12,944.0,6.726263726897066,1,1,0.9,39,21,8,0
Gavin Bazunu,2022,Ireland,GK,20,32,2880.0,6.58,0,0,0.0,1,0,1,67
Gaëtan Belaud,2019,France,DF,32,7,580.0,6.70719994857338,0,0,0.1,36,7,15,0
Gaëtan Bong,2017,Cameroon,DF,29,25,2236.0,6.71,0,0,0.1,85,32,40,0
Gaëtan Bong,2018,Cameroon,DF,30,22,1808.0,6.36,0,0,0.1,66,10,25,0
Gaëtan Bong,2019,Cameroon,DF,31,4,59.0,6.64451734758897,0,0,0.0,5,0,0,0
Gaëtan Bussmann,2018,France,DF,27,1,90.0,6.641244816622482,0,0,0.0,2,1,1,0
Gaëtan Charbonnier,2019,France,FW,30,26,2065.0,6.92,4,5,7.1,100,16,7,0
Gaëtan Charbonnier,2020,France,MF,31,36,1570.0,6.87,6,1,6.3,65,15,9,0
Gaëtan Charbonnier,2022,France,FW,33,6,254.0,6.675253311137242,1,0,0.6,11,1,0,0
Gaëtan Laborde,2017,France,FW,23,20,957.0,6.6899999999999995,3,0,4.2,16,7,1,0
Gaëtan Laborde,2018,France,FW,24,37,1492.5,6.94,11,4,9.8,95,18,6,0
Gaëtan Laborde,2019,France,FW,25,28,2237.0,6.96,6,5,8.3,77,12,7,0
Gaëtan Laborde,2020,France,FW,26,38,3256.0,7.12,16,8,11.4,71,22,16,0
Gaëtan Laborde,2021,France,FW,27,38,1535.0,7.059999999999999,15,8,16.5,61,9,13,0
Gaëtan Laborde,2022,France,FW,28,37,1377.5,7.169999999999999,15,3,13.5,58,26,9,0
Gaëtan Laborde,2023,France,FW,29,34,1906.0,6.81,5,2,7.7,46,12,6,0
Gaëtan Paquiez,2018,France,DF,24,20,1329.0,6.48,0,0,0.1,40,29,22,0
Gaëtan Paquiez,2019,France,DF,25,21,1530.0,6.480000000000001,0,0,0.2,71,25,33,0
Gaëtan Paquiez,2020,France,DF,26,16,1046.0,6.52,0,0,0.1,49,12,16,0
Gaëtan Perrin,2022,France,MF,26,37,1391.0,6.720000000000001,3,1,2.9,69,8,10,0
Gedeon Kalulu,2022,Democratic Republic of the Congo,DF,24,29,2438.0,6.77,0,4,0.6,106,34,28,0
Gedeon Kalulu,2023,Democratic Republic of the Congo,DF,25,19,970.0,6.67,0,1,0.3,35,17,5,0
Gedson Fernandes,2019,Portugal,MF,20,7,68.0,6.6451091526400345,0,0,0.0,4,0,1,0
Gelabert,2023,Spain,MF,22,16,754.0,6.751676338003396,1,2,0.8,33,8,5,0
Gelson Fernandes,2017,Switzerland,MF,30,19,1036.0,6.73,0,0,0.1,34,46,16,0
Gelson Fernandes,2018,Switzerland,MF,31,28,2225.0,6.65,1,0,0.8,72,48,53,0
Gelson Fernandes,2019,Switzerland,MF,32,11,775.0,6.681743571487644,0,0,0.0,24,18,16,0
Gelson Martins,2018,Portugal,FW,23,24,809.0,6.81,4,2,3.5999999999999996,58,15,9,0
Gelson Martins,2019,Portugal,DF,24,21,1674.0,6.67,4,1,5.0,61,22,19,0
Gelson Martins,2020,Portugal,MF,25,23,1551.0,6.87,3,2,2.7,60,26,13,0
Gelson Martins,2021,Portugal,MF,26,32,1905.0,6.73,4,3,5.7,57,27,17,0
Gelson Martins,2022,Portugal,MF,27,11,345.0,6.642696122744754,0,0,0.8,14,8,3,0
Gen Shoji,2018,Japan,DF,25,18,1620.0,6.78,0,0,0.1,71,13,21,0
Gen Shoji,2019,Japan,DF,26,1,45.0,6.6491244293929945,0,0,0.0,10,2,0,0
Genki Haraguchi,2018,Japan,MF,27,28,2133.0,6.63,0,3,2.6,82,26,21,0
Genki Haraguchi,2021,Japan,MF,30,30,1755.0,6.77,2,6,2.1,67,20,26,0
Genki Haraguchi,2022,Japan,MF,31,22,623.0,6.7299999999999995,0,2,0.6,47,15,11,0
Genki Haraguchi,2023,Japan,MF,32,2,27.0,6.640653011571417,0,0,0.0,3,1,0,0
Gennaro Acampora,2020,Italy,MF,26,14,441.0,6.55,0,0,0.3,28,4,4,0
Gennaro Tutino,2019,Italy,FW,22,6,225.0,6.647047912465017,0,0,0.2,6,0,2,0
Geoff Cameron,2017,United States,DF,32,20,1525.0,6.65,0,0,0.3,48,21,36,0
Geoffrey Kondogbia,2017,Central African Republic,MF,24,31,2614.0,7.14,4,4,2.0,182,57,62,0
Geoffrey Kondogbia,2018,Central African Republic,MF,25,19,1245.0,7.03,1,1,2.2,87,33,27,0
Geoffrey Kondogbia,2019,Central African Republic,MF,26,27,1807.0,6.87,1,1,1.1,98,40,57,0
Geoffrey Kondogbia,2020,Central African Republic,MF,27,30,525.5,6.83,0,0,0.30000000000000004,55,29,19,0
Geoffrey Kondogbia,2021,Central African Republic,MF,28,28,1882.0,7.0,1,2,0.4,76,44,44,0
Geoffrey Kondogbia,2022,Central African Republic,MF,29,20,1006.0,6.97,0,2,0.7,42,23,26,0
Geoffrey Kondogbia,2023,Central African Republic,MF,30,26,1463.0,6.93,0,0,0.4,93,31,30,0
Georg Margreitter,2018,Austria,DF,29,27,2064.0,6.87,2,0,1.2,113,24,26,0
George Baldock,2019,Greece,DF,26,38,3420.0,6.829999999999999,2,3,0.6,103,43,34,0
George Baldock,2020,Greece,DF,27,32,2787.0,6.589999999999999,0,2,1.2,75,34,25,0
George Baldock,2023,Greece,DF,30,13,969.0,6.65,0,1,0.0,31,10,10,0
George Bello,2021,United States,DF,19,10,434.0,6.65801324501911,0,0,0.1,13,7,6,0
George Timotheou,2018,Australia,DF,21,1,90.0,6.636245580947524,0,0,0.1,1,3,1,0
Georges Mandjeck,2017,Cameroon,MF,28,14,968.0,6.56,0,1,0.4,58,14,18,0
Georges Mikautadze,2023,Georgia,FW,22,20,1747.0,7.23,13,4,9.5,51,3,8,0
Georgi Tunjov,2019,Estonia,MF,18,10,284.0,6.640581396281182,0,0,0.3,7,4,1,0
Georginio Rutter,2020,France,FW,18,13,142.5,6.661402346040543,1,0,0.7,6,6,0,0
Georginio Rutter,2021,France,FW,19,33,1611.0,6.900000000000001,8,2,7.0,42,13,6,0
Georginio Rutter,2022,France,FW,20,26,641.0,6.6899999999999995,2,3,3.4,31,13,8,0
Georginio Wijnaldum,2017,Netherlands,MF,26,33,2387.0,6.83,1,2,2.8,116,23,25,0
Georginio Wijnaldum,2018,Netherlands,MF,27,35,2725.0,6.85,3,0,3.0,168,28,21,0
Georginio Wijnaldum,2019,Netherlands,MF,28,37,2935.0,6.76,4,0,2.6,137,20,17,0
Georginio Wijnaldum,2020,Netherlands,MF,29,38,2941.0,6.78,2,0,2.6,133,7,26,0
Georginio Wijnaldum,2021,Netherlands,MF,30,31,1653.0,6.66,1,3,2.0,59,9,9,0
Georginio Wijnaldum,2022,Netherlands,MF,31,14,769.0,6.7700000000000005,2,0,2.2,18,3,2,0
Gerard Deulofeu,2017,Spain,FW,23,17,469.0,6.7531358004736015,2,1,1.7,27,8,12,0
Gerard Deulofeu,2018,Spain,FW,24,30,2066.0,7.01,10,5,8.0,67,6,14,0
Gerard Deulofeu,2019,Spain,FW,25,28,2098.0,6.9,4,5,6.3,63,16,25,0
Gerard Deulofeu,2020,Spain,FW,26,13,598.0,6.83,1,1,1.4,27,2,3,0
Gerard Deulofeu,2021,Spain,FW,27,34,2616.0,7.180000000000001,13,5,6.9,154,6,9,0
Gerard Deulofeu,2022,Spain,FW,28,16,1211.0,7.09,2,6,5.1,82,5,2,0
Gerard Gumbau,2017,Spain,MF,22,25,1434.0,6.609999999999999,1,0,0.7,49,26,14,0
Gerard Gumbau,2018,Spain,MF,23,16,1199.0,6.64,1,1,2.0,41,16,13,0
Gerard Gumbau,2021,Spain,MF,26,31,1890.0,6.81,0,4,0.7,85,19,23,0
Gerard Gumbau,2022,Spain,MF,27,35,2737.0,7.130000000000001,1,6,2.3,145,25,28,0
Gerard Gumbau,2023,Spain,MF,28,35,2674.0,6.830000000000001,0,3,1.8,135,34,25,0
Gerard Moreno,2017,Spain,FW,25,38,3412.0,7.26,16,1,15.5,139,28,19,0
Gerard Moreno,2018,Spain,FW,26,35,2315.0,6.95,8,1,12.0,88,12,9,0
Gerard Moreno,2019,Spain,FW,27,35,2744.0,7.25,18,5,15.3,105,8,10,0
Gerard Moreno,2020,Spain,FW,28,33,2673.0,7.559999999999999,23,7,18.9,132,15,15,0
Gerard Moreno,2021,Spain,FW,29,17,1191.0,7.409999999999999,9,3,7.4,67,2,6,0
Gerard Moreno,2022,Spain,FW,30,21,1230.0,6.95,7,3,9.0,68,6,5,0
Gerard Moreno,2023,Spain,FW,31,30,2215.0,7.35,10,6,9.7,155,12,9,0
Gerard Piqué,2017,Spain,DF,30,30,2632.0,7.17,2,0,2.6,99,22,30,0
Gerard Piqué,2018,Spain,DF,31,35,3150.0,7.24,4,2,3.3,127,27,36,0
Gerard Piqué,2019,Spain,DF,32,35,3092.0,7.12,1,0,2.4,169,23,36,0
Gerard Piqué,2020,Spain,DF,33,18,1481.0,7.01,0,0,0.8,67,11,26,0
Gerard Piqué,2021,Spain,DF,34,27,2092.0,7.11,1,0,1.6,132,12,34,0
Gerard Piqué,2022,Spain,DF,35,6,384.0,6.679539259894326,0,0,0.4,35,4,2,0
Gerard Valentín,2017,Spain,DF,24,3,158.0,6.641788690924854,0,0,0.1,3,4,3,0
Gerardo Fusco,2023,Italy,FW,18,1,15.0,6.637664151011675,0,0,0.0,0,0,0,0
Germán Pezzella,2017,Argentina,DF,26,34,2979.0,7.02,1,0,2.4,142,47,63,0
Germán Pezzella,2018,Argentina,DF,27,32,2850.0,7.09,2,1,3.0,84,36,60,0
Germán Pezzella,2019,Argentina,DF,28,33,2830.0,6.84,3,1,3.1,55,18,55,0
Germán Pezzella,2020,Argentina,DF,29,32,2743.0,6.71,1,0,1.3,46,20,36,0
Germán Pezzella,2021,Argentina,DF,30,23,1988.0,6.95,1,0,1.3,22,9,39,0
Germán Pezzella,2022,Argentina,DF,31,31,2511.0,6.9,0,0,0.9,54,28,50,0
Germán Pezzella,2023,Argentina,DF,32,32,2767.0,6.95,1,0,2.0,64,24,31,0
Germán Sánchez,2019,Spain,DF,32,28,2293.0,6.83,2,0,1.8,34,10,33,0
Germán Sánchez,2020,Spain,DF,33,34,2638.0,6.67,3,1,2.3,45,11,38,0
Germán Sánchez,2021,Spain,DF,34,32,2299.0,6.63,2,1,1.4,41,19,28,0
Germán Valera,2021,Spain,FW,19,3,51.0,6.6367886755538645,0,0,0.0,1,2,0,0
Gerson,2017,Brazil,MF,20,24,909.0,6.78,2,1,1.3,50,12,11,0
Gerson,2018,Brazil,MF,21,36,2426.0,6.84,3,3,2.8,150,26,16,0
Gerson,2021,Brazil,MF,24,35,2544.0,6.99,9,4,4.9,94,17,16,0
Gerson,2022,Brazil,MF,25,10,417.0,6.718680532252047,2,0,0.8,21,4,2,0
Gerson Rodrigues,2021,Luxembourg,FW,26,12,848.0,6.679931714823619,1,1,3.0,28,9,0,0
Gervinho,2018,Ivory Coast,FW,31,30,2304.0,6.96,11,2,7.4,53,12,10,0
Gervinho,2019,Ivory Coast,FW,32,31,2270.0,6.77,7,4,9.4,68,6,5,0
Gervinho,2020,Ivory Coast,FW,33,27,2021.0,6.83,5,1,3.5,53,1,10,0
Gerónimo Poblete,2017,Argentina,MF,24,25,1656.0,6.71,0,0,0.5,89,37,24,0
Gerónimo Rulli,2017,Argentina,GK,25,26,2340.0,6.62,0,0,0.0,0,1,0,0
Gerónimo Rulli,2018,Argentina,GK,26,27,2430.0,6.78,0,0,0.0,1,1,1,75
Gerónimo Rulli,2019,Argentina,GK,27,25,2250.0,7.22,0,0,0.0,1,1,2,91
Gerónimo Rulli,2020,Argentina,GK,28,2,180.0,6.649003722088119,0,0,0.0,0,0,0,4
Gerónimo Rulli,2021,Argentina,GK,29,32,2880.0,6.98,0,0,0.0,2,0,1,72
Gerónimo Rulli,2022,Argentina,GK,30,14,1260.0,7.3100000000000005,0,0,0.0,0,0,1,46
Ghislain Konan,2018,Ivory Coast,DF,22,20,1800.0,6.86,0,1,0.0,87,28,40,0
Ghislain Konan,2019,Ivory Coast,DF,23,16,1333.0,6.829999999999999,0,1,0.1,85,26,24,0
Ghislain Konan,2020,Ivory Coast,DF,24,31,2613.0,6.79,2,1,0.3,120,32,30,0
Ghislain Konan,2021,Ivory Coast,DF,25,28,2418.0,6.88,1,3,0.6,109,19,28,0
Ghjuvanni Quilichini,2022,France,GK,19,1,82.0,6.649003722088119,0,0,0.0,0,0,0,4
Giacomo Bonaventura,2017,Italy,MF,27,33,2541.0,7.16,8,2,4.1,164,20,33,0
Giacomo Bonaventura,2018,Italy,MF,28,8,646.0,6.783220529586531,3,1,2.9,40,2,7,0
Giacomo Bonaventura,2019,Italy,MF,29,29,1338.0,6.91,3,5,3.3,75,9,7,0
Giacomo Bonaventura,2020,Italy,MF,30,34,2256.0,6.82,3,2,2.7,93,19,39,0
Giacomo Bonaventura,2021,Italy,MF,31,31,2266.0,6.92,4,4,4.7,131,17,14,0
Giacomo Bonaventura,2022,Italy,MF,32,30,1911.0,6.89,5,1,4.3,102,23,16,0
Giacomo Bonaventura,2023,Italy,MF,33,31,2277.0,7.19,8,3,5.7,140,13,14,0
Giacomo Quagliata,2022,Italy,DF,22,20,699.0,6.45,0,1,0.5,28,8,11,0
Giacomo Raspadori,2019,Italy,MF,19,11,264.0,6.692482532711056,2,0,1.3,10,6,1,0
Giacomo Raspadori,2020,Italy,FW,20,27,1232.0,6.900000000000001,6,0,4.3,33,3,2,0
Giacomo Raspadori,2021,Italy,MF,21,36,2740.0,6.930000000000001,10,4,7.2,86,18,9,0
Giacomo Raspadori,2022,Italy,FW,22,26,478.0,6.769999999999999,2,2,3.5,35,8,4,0
Giacomo Raspadori,2023,Italy,FW,23,37,1584.0,6.980000000000001,5,3,5.9,54,10,3,0
Giacomo Ricci,2020,Italy,DF,23,3,67.0,6.6439860952534,0,0,0.0,4,1,1,0
Giampaolo Pazzini,2017,Italy,FW,32,28,718.5,6.68,5,0,5.6,18,0,2,0
Giampaolo Pazzini,2019,Italy,FW,34,15,307.0,6.66,4,0,4.0,6,0,1,0
Gian Crespi,2020,Italy,GK,19,1,90.0,6.640499043780786,0,0,0.0,0,0,0,1
Gian Filippo Felicioli,2017,Italy,MF,19,6,277.0,6.648086388959428,0,0,0.0,7,8,5,0
Gian Marco Ferrari,2017,Italy,DF,25,30,2645.0,6.920000000000001,2,0,1.3,154,8,31,0
Gian Marco Ferrari,2018,Italy,DF,26,31,2790.0,6.95,4,0,2.2,143,23,36,0
Gian Marco Ferrari,2019,Italy,DF,27,23,1897.0,6.85,0,1,1.3,89,5,26,0
Gian Marco Ferrari,2020,Italy,DF,28,34,3014.0,7.1,0,4,2.0,187,20,50,0
Gian Marco Ferrari,2021,Italy,DF,29,36,3124.0,6.85,1,0,1.8,133,11,43,0
Gian Marco Ferrari,2022,Italy,DF,30,33,2223.0,6.72,1,0,1.2,101,16,23,0
Gian Marco Ferrari,2023,Italy,DF,31,31,2272.0,6.77,1,0,1.6,148,10,25,0
Giancarlo González,2017,Costa Rica,DF,29,22,1857.0,6.68,0,0,0.1,37,15,33,0
Giancarlo González,2018,Costa Rica,DF,30,12,746.0,6.708394653903702,0,1,0.2,25,7,12,0
Giangiacomo Magnani,2018,Italy,DF,22,19,1516.0,6.68,0,1,0.2,48,9,16,0
Giangiacomo Magnani,2019,Italy,DF,23,10,130.0,6.66910174443684,1,0,1.0,4,0,4,0
Giangiacomo Magnani,2020,Italy,DF,24,25,1510.0,6.84,0,0,1.0,30,15,44,0
Giangiacomo Magnani,2021,Italy,DF,25,18,384.5,6.5200000000000005,0,0,0.9,15,9,17,0
Giangiacomo Magnani,2022,Italy,DF,26,24,1532.0,6.72,0,1,0.5,32,22,21,0
Giangiacomo Magnani,2023,Italy,DF,27,33,2444.0,6.97,0,0,0.5,79,18,45,0
Gianluca Busio,2021,United States,MF,19,29,1950.0,6.81,1,1,0.9,79,28,21,0
Gianluca Caprari,2017,Italy,FW,24,34,1809.0,6.85,5,3,8.2,76,11,5,0
Gianluca Caprari,2018,Italy,FW,25,21,1031.0,7.01,6,2,2.2,37,9,4,0
Gianluca Caprari,2019,Italy,FW,26,30,628.0,6.78,5,0,3.5999999999999996,47,8,11,0
Gianluca Caprari,2020,Italy,MF,27,30,1865.0,6.84,5,6,4.0,65,11,18,0
Gianluca Caprari,2021,Italy,MF,28,35,2739.0,7.31,12,7,7.1,164,25,4,0
Gianluca Caprari,2022,Italy,MF,29,37,2441.0,6.819999999999999,5,2,5.0,92,6,8,0
Gianluca Caprari,2023,Italy,MF,30,6,285.0,6.651348200986362,0,0,0.7,15,1,2,0
Gianluca Di Chiara,2017,Italy,DF,23,13,1007.0,6.42,0,0,0.1,50,19,11,0
Gianluca Frabotta,2019,Italy,DF,20,1,90.0,6.646727373884318,0,0,0.0,6,1,1,0
Gianluca Frabotta,2020,Italy,DF,21,15,689.0,6.65,0,1,0.2,32,4,14,0
Gianluca Gaetano,2022,Italy,MF,22,8,76.0,6.682004310077305,1,1,1.1,4,3,1,0
Gianluca Gaetano,2023,Italy,FW,23,20,453.0,6.859999999999999,5,1,1.9,47,5,4,0
Gianluca Gaudino,2017,Germany,MF,20,2,18.0,6.640405429642593,0,0,0.0,2,0,0,0
